unharmonized value	icd_o_3_code	icd_o_3_preferred_name	do_id	do_name	ncit_concept_codes
embryonal tumor with epithelial differentiation	9470/3	Medulloblastoma, NOS	DOID:0050902	medulloblastoma	C27294;C3222;C3716
embryonal tumor with multi-layered rosettes	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes c19mc-altered	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes c19mc\u2010altered	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes c19mcu2010altered	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes cns who grade 4	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes with c19mc alteration	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes, c19mc-altered	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
embryonal tumor with multilayered rosettes, cns who grade 4	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
endocervical adenocarcinoma of the usual type	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
endocervical type cervical mucinous adenocarcinoma	8482/3	Mucinous carcinoma, gastric type	DOID:8340	endocervical type cervical mucinous adenocarcinoma	__CDA_UNASSIGNED__
endocervical type of adenocarcinoma	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
endometrial stromal sarcoma, low grade	8931/3	Endometrial stromal sarcoma, low grade	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrial stromal sarcoma, nos	8930/3	Endometrial stromal sarcoma, NOS	DOID:4226	endometrial stromal sarcoma	C8973
endometrioid adenocarcinoma of endocervix	8384/3	Adenocarcinoma, endocervical type	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrioid adenocarcinoma, nos	8380/3	Endometrioid adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrioid adenocarcinoma, secretory variant	8382/3	Endometrioid adenocarcinoma, secretory variant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrioid adenoma, borderline malignancy	8380/1	Endometrioid adenoma, borderline malignancy	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrioid carcinoma	8380/3	Endometrioid adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrioid carcinoma, nos	8380/3	Endometrioid adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrioid endometrial adenocarcinoma	8380/3	Endometrioid adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
endometrium (organoid)	null	null	null	null	null
epdendymoma, ependymoma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma nos	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma who grade 2	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma who grade 3	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma with anaplasia	9392/3	Ependymoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, anaplastic	9392/3	Ependymoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, anaplastic, supratentorial ependymoma, nos or nec	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, atypical meningioma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, choroid plexus tumors, choroid plexus papilloma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, medulloblastoma, medulloblastoma, non-wnt/non-shh	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, medulloblastoma, medulloblastoma, nos or nec	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, posterior fossa ependymoma, group pfa	9396/3	Ependymoma, RELA fusion-positive	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, posterior fossa ependymoma, group pfb	9396/3	Ependymoma, RELA fusion-positive	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, posterior fossa ependymoma, nos or nec	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, supratentorial ependymoma, nos or nec	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, nos, supratentorial ependymoma, zfta fusion-positive	9396/3	Ependymoma, RELA fusion-positive	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, who grade ii	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma, who grade iii	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ependymoma-like lesion	null	null	null	null	null
epithelial - myoepithelial carcinoma	8562/3	Epithelial-myoepithelial carcinoma	DOID:5309	epithelial-myoepithelial carcinoma	C4199
epithelial neoplasm	8010/0	Epithelial tumor, benign	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelial neoplasms, nos	8010/0	Epithelial tumor, benign	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelial tumor, benign	8010/0	Epithelial tumor, benign	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelial tumor, malignant	8010/3	Carcinoma, NOS	DOID:305	carcinoma	C2916;C3709
epithelial-myoepithelial carcinoma	8562/3	Epithelial-myoepithelial carcinoma	DOID:5309	epithelial-myoepithelial carcinoma	C4199
epithelial/myoepithelial carcinoma	8562/3	Epithelial-myoepithelial carcinoma	DOID:5309	epithelial-myoepithelial carcinoma	C4199
epitheliod sarcoma	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
epithelioid cell	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
epithelioid cell melanoma	8771/3	Epithelioid cell melanoma	DOID:4360	epithelioid cell melanoma	C4236
epithelioid cell tumor	8771/0	Epithelioid cell nevus	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelioid hemangioendothelioma, malignant	9133/3	Epithelioid hemangioendothelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelioid hemangioendothelioma, nos	9133/3	Epithelioid hemangioendothelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelioid leiomyosarcoma	8891/3	Epithelioid leiomyosarcoma	DOID:5264	epithelioid leiomyosarcoma	C3700
epithelioid mesothelioma, malignant	9052/3	Epithelioid mesothelioma, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
epithelioid sarcoma	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
epithelioid sarcoma, nos	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
epitheloid neoplasm	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
epitheloid sarcoma	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
esophageal carcinoma	8010/3	Carcinoma, NOS	DOID:305	carcinoma	C2916;C3709
esophageal carcinoma, head and neck squamous cell carcinoma, lung adenocarcinoma, lung squamous cell carcinoma, lung other, pancreatic adenocarcinoma, thymoma, colon adenocarcinoma	null	null	null	null	null
esophageal carcinoma, lung squamous cell carcinoma, lung adenocarcinoma, lung other, pancreatic adenocarcinoma, thymoma	null	null	null	null	null
esophagus adenocarcinoma, nos	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
esophagus squamous cell carcinoma	8070/3	Squamous cell carcinoma, NOS	DOID:1749	squamous cell carcinoma	C2929
essential thrombocythemia	9962/3	Essential thrombocythemia	DOID:2224	essential thrombocythemia	C3407
esthesioneuroblastoma	9522/3	Olfactory neuroblastoma	DOID:369	olfactory neuroblastoma	C3789
ewing sarcoma	9364/3	Ewing sarcoma	DOID:3369	Ewing sarcoma	C27901;C27903;C4817;C7542;C7806;C9341
ewing sarcoma - peripheral pnet, melanoma, neuroendocrine cancer (nos), osteosarcoma, anal squamous cell carcinoma, urothelial - bladder cancer (nos), pancreatic adenocarcinoma, rectal adenocarcinoma, colon adenocarcinoma, lung squamous cell carcinoma	null	null	null	null	null
extra adrenal paraganglioma	8693/1	Extra-adrenal paraganglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
extra-adrenal paraganglioma, malignant	8693/3	Extra-adrenal paraganglioma, malignant	DOID:0081245	cauda equina neuroendocrine tumor	C5324
extra-adrenal paraganglioma, nos	8693/1	Extra-adrenal paraganglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
extranodal nk/t-cell lymphoma, nasal type	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
extrarenal malignant rhabdoid tumor	8963/3	Rhabdoid tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
familial adenomatous polyposis	8220/0	Adenomatous polyposis coli	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fatty neoplasm with myxoid features, no definitive high grade features, favor lipoblastoma	8881/0	Lipoblastomatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
favor anaplastic ependymoma	9392/3	Ependymoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
favor ganglioglioma	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
favor infiltrating high-grade glioma	null	null	null	null	null
favor low grade glioma	null	null	null	null	null
favor pilocytic astrocytoma	null	null	null	null	null
favor pilocytic astrocytoma with increased proliferation indices	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
favor pilocytic astrocytoma, cns who grade 1	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
favor posterior fossa ependymoma, who grade 3	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
favor teratoma	9080/1	Teratoma, NOS	DOID:0080602	benign teratoma	C67107
fibrillary astrocytoma	9420/3	Fibrillary astrocytoma	DOID:6726	fibrillary astrocytoma	C4322
fibroblastic osteosarcoma	9182/3	Fibroblastic osteosarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibroblastic spindle cell lesion	8821/1	Aggressive fibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibroblastic/myofibroblastic lesion	8825/1	Myofibroblastic tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibroepithelial neoplasms	900-903	Fibroepithelial neoplasms	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibrolamellar hepatocellular carcinoma	8171/3	Hepatocellular carcinoma, fibrolamellar	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibrolipoma	8851/0	Fibrolipoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibroma	8810/0	Fibroma, NOS	DOID:0050871	fibroma	__CDA_UNASSIGNED__
fibromatosis	8810/0	Fibroma, NOS	DOID:0050871	fibroma	__CDA_UNASSIGNED__
fibromatosis colli	null	null	null	null	null
fibromatous neoplasms	881-883	Fibromatous neoplasms	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fibromyxosarcoma	8811/3	Myxofibrosarcoma	DOID:0080534	myxofibrosarcoma	C6496
fibrosarcoma	8810/3	Fibrosarcoma, NOS	DOID:3355	fibrosarcoma	C3043;C6605;C7075
fibrosarcoma, nos	8810/3	Fibrosarcoma, NOS	DOID:3355	fibrosarcoma	C3043;C6605;C7075
fibrous mesothelioma, malignant	9051/3	Fibrous mesothelioma, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
follicular adenocarcinoma, nos	8330/3	Follicular carcinoma, NOS	DOID:3962	follicular thyroid carcinoma	C8054
follicular adenocarcinoma, well differentiated	8331/3	Follicular adenocarcinoma, well differentiated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
follicular adenocarcinoma, well differentiated, neuroblastoma, nos	8331/3	Follicular adenocarcinoma, well differentiated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
follicular carcinoma	8330/3	Follicular carcinoma, NOS	DOID:3962	follicular thyroid carcinoma	C8054
follicular carcinoma, minimally invasive	8330/3	Follicular carcinoma, NOS	DOID:3962	follicular thyroid carcinoma	C8054
follicular carcinoma, nos	8330/3	Follicular carcinoma, NOS	DOID:3962	follicular thyroid carcinoma	C8054
follicular dendritic cell sarcoma	9758/3	Follicular dendritic cell sarcoma	DOID:6262	follicular dendritic cell sarcoma	C9281
follicular hyperplasia/metastatic papillary thyroid cancer	8340/3	Papillary carcinoma, follicular variant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
follicular lymphoma, nos	9690/3	Follicular lymphoma, NOS	DOID:0050873	follicular lymphoma	__CDA_UNASSIGNED__
follicular thyroid carcinoma	8340/3	Papillary carcinoma, follicular variant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fourth ventricular mass, embryonal tumor with multilayered rosettes	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
fragments of schwannoma, cns who grade 1, with some mild degenerative changes	9560/0	Schwannoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
frontal tumor, favor infant-type hemispheric glioma	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
fundic gastrointestinal stromal tumor	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
fusion negative embryonal rhabdomyosarcoma	8910/3	Embryonal rhabdomyosarcoma, NOS	DOID:3246	embryonal rhabdomyosarcoma	C8971
gangliocytoma, nos	9492/0	Gangliocytoma, NOS	DOID:2426	gangliocytoma	C6934
ganglioglioma	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioglioma, anaplastic	9505/3	Ganglioglioma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ganglioglioma, benign	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioglioma, nos	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioglioma, nos, diffuse astrocytoma, myb- or mybl1-altered, low-grade glioma	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ganglioglioma, nos, ependymoma, supratentorial ependymoma, nos or nec	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
ganglioglioma, nos, glioneuronal and neuronal tumors	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioglioma, nos, low-grade glioma, low-grade glioma, nos or nec	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioglioma, nos, malignant peripheral nerve sheath tumor, nos	9540/3	Malignant peripheral nerve sheath tumor, NOS	DOID:162	cancer	C9305
ganglioglioma, nos, other, other cns tumor, nos or nec	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioglioma, who grade i	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioma, cns who grade 1	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
ganglioneuroblastoma	9490/3	Ganglioneuroblastoma	DOID:4163	ganglioneuroblastoma	C3790
ganglioneuroblastoma, nodular type	9490/3	Ganglioneuroblastoma	DOID:4163	ganglioneuroblastoma	C3790
ganglioneuroblastoma, nodular; unfavorable histology	9490/3	Ganglioneuroblastoma	DOID:4163	ganglioneuroblastoma	C3790
ganglioneuroma	9490/0	Ganglioneuroma	DOID:4817	ganglioneuroma	C3049;C42065
ganglioneuroma, high-grade glioma, high-grade glioma, nos or nec	9490/0	Ganglioneuroma	DOID:4817	ganglioneuroma	C3049;C42065
ganglioneuroma, maturing type, favorable histology	9490/0	Ganglioneuroma	DOID:4817	ganglioneuroma	C3049;C42065
ganglioneuroma, other, schwannoma	9560/0	Schwannoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
gastroesophageal cancer	8010/3	Carcinoma, NOS	DOID:305	carcinoma	C2916;C3709
gastrointestinal stromal tumor	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
gastrointestinal stromal tumor (gist)	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
gastrointestinal stromal tumor, benign	8936/0	Gastrointestinal stromal tumor, benign	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
gastrointestinal stromal tumor, malignant	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
gastrointestinal stromal tumor, nos	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
genital rhabdomyoma	8905/0	Genital rhabdomyoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
germ cell neoplasms	906-909	Germ cell neoplasms	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
germ cell tumor, nonseminomatous	9065/3	Germ cell tumor, nonseminomatous	DOID:4086	obsolete testicular germ cell tumor non-seminomatous	__CDA_UNASSIGNED__
germ cell tumor, nonseminomatous, cns germ cell tumors, cns non-germinomatous germ cell tumor	9065/3	Germ cell tumor, nonseminomatous	DOID:4086	obsolete testicular germ cell tumor non-seminomatous	__CDA_UNASSIGNED__
germ cell tumor, nos	9064/3	Germinoma	DOID:3304	germinoma	__CDA_UNASSIGNED__
germinoma	9064/3	Germinoma	DOID:3304	germinoma	__CDA_UNASSIGNED__
germinoma, cns germ cell tumors, cns germinoma	9065/3	Germ cell tumor, nonseminomatous	DOID:4086	obsolete testicular germ cell tumor non-seminomatous	__CDA_UNASSIGNED__
germinoma, cns germ cell tumors, cns non-germinomatous germ cell tumor	9065/3	Germ cell tumor, nonseminomatous	DOID:4086	obsolete testicular germ cell tumor non-seminomatous	__CDA_UNASSIGNED__
giant cell carcinoma	8031/3	Giant cell carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
giant cell glioblastoma	9441/3	Giant cell glioblastoma	DOID:3074	giant cell glioblastoma	C4325
giant cell glioblastoma, glioblastoma, idh-wildtype, high-grade glioma	9441/3	Giant cell glioblastoma	DOID:3074	giant cell glioblastoma	C4325
giant cell osteosarcoma	9250/1	Giant cell tumor of bone, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
giant cell sarcoma	8802/3	Giant cell sarcoma	DOID:0081418	anaplastic sarcoma of the kidney	C154496
giant cell tumor of bone, malignant	9250/3	Giant cell tumor of bone, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
giant cell tumor of bone, nos	9250/1	Giant cell tumor of bone, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
giant cell tumor of soft parts, nos	9251/1	Giant cell tumor of soft parts, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
giant pigmented nevus, nos	8761/1	Giant pigmented nevus, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glassy cell carcinoma	8015/3	Glassy cell carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glial neoplasm	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glial neoplasm favor optic glioma	9421/1	Pilocytic astrocytoma	DOID:3070	high grade glioma	C3059;C4822
glial neoplasm showing high-grade features	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glial neoplasm with pilocytic features	9421/1	Pilocytic astrocytoma	DOID:3070	high grade glioma	C3059;C4822
glial neoplasm, appearing pilocytic	9421/1	Pilocytic astrocytoma	DOID:3070	high grade glioma	C3059;C4822
glial neoplasm, astrocytoma	9400/3	Astrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glial neoplasm, favor ependymoma	9391/3	Ependymoma, NOS	DOID:3070	high grade glioma	C3059;C4822
glial neoplasm, favor pilocytic astrocytoma	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glial tumor	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glial-neuronal neoplasm	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
glial/glioneuronal neoplasm	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
glioblastoma	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioblastoma multiforme	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioblastoma multiforme (gbm)	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioblastoma, idh wildtype	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioblastoma, nos	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioblastoma, nos, high-grade glioma, high-grade glioma, nos or nec	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioblastoma, nos, medulloblastoma, nos	9470/3	Medulloblastoma, NOS	DOID:162	cancer	C9305
gliolblastoma	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioma	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glioma malignant	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glioma subependymal giant cell astrocytoma cns who grade 1	9383/1	Subependymoma	DOID:4843	subependymal glioma	C3795
glioma with low grade histologic features	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glioma with morphologic features of ependymoma	9391/3	Ependymoma, NOS	DOID:3070	high grade glioma	C3059;C4822
glioma with piloid features	9421/1	Pilocytic astrocytoma	DOID:3070	high grade glioma	C3059;C4822
glioma, histologically consistent with pilocytic astrocytoma, cns who grade 1	9421/1	Pilocytic astrocytoma	DOID:3070	high grade glioma	C3059;C4822
glioma, histologically low grade	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glioma, malignant	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
glioma, malignant, angiocentric glioma, low-grade glioma	9431/1	Angiocentric glioma	DOID:0081261	angiocentric glioma	C92552
glioma, malignant, astrocytoma, idh-mutant, high-grade glioma	9445/3	Glioblastoma, IDH-mutant	DOID:0080877	astrocytoma, IDH-mutant, grade 4	C167335
glioma, malignant, astrocytoma, idh-mutant, low-grade glioma	9400/3	Astrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioma, malignant, diffuse hemispheric glioma, h3 g34-mutant, high-grade glioma	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioma, malignant, diffuse midline glioma, h3 k27-altered, high-grade glioma	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioma, malignant, diffuse pediatric-type high-grade glioma, h3-wildtype and idh-wildtype, high-grade glioma	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioma, malignant, dysembryoplastic neuroepithelial tumor, glioneuronal and neuronal tumors	9413/0	Dysembryoplastic neuroepithelial tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
glioma, malignant, embryonal tumor with multilayered rosettes, c19mc altered, other cns embryonal tumors	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
